Comment,clean_comment,word_count,sentiment_score,sentiment_label
Apakah sistem pendidikan Indonesia akan berubah atau tetap gini-gini aja?,sistem didik indonesia ubah tetap gin gin,7,0,Netral
Bisa nanya gak ya hasil pemilu periode lalu relevan dengan index kepuasan lalu indikator apa yang  terjadi pada pemilu berikutnya dengan aneka kontroversi sebelumnya yang menyisakan polemik sosial dan ekonomi penuh jargon dan program minus output ,nanya hasil milu periode lalu relevan index puas lalu indikator jadi milu ikut aneka kontroversi belum sisa polemik sosial ekonomi penuh jargon program minus output,25,0,Netral
Bisa jadi kedepannya bakal benar2 hilang sebagian pekerjaan karena digantikan AI dan mungkin tidak akan lama lagi,depan bakal benar hilang bagi kerja ganti artificial intelligence mungkin lama,11,-2,Negatif
Yg terdampak itu yg kerja di bagian it,dampak kerja bagi it,4,-1,Negatif
mantaff dok selalu update tercepat,mantaff dok selalu update cepat,5,1,Positif
ChatGPT merupakan kalkulator moderen,chatgpt rupa kalkulator moderen,4,0,Netral
Apa jadinya kalau A.I dihubungkan dengan metaverse?,jadi a i hubung metaverse,5,0,Netral
"koreksi pak, chat gpt sebenernya punya sedikit pengetahuan tentang apa yang terjadi tahun 2022.

contohnya siapa ceo twitter sekarang. dan chat jawabnya elon musk",koreksi chat gpt sebenernya punya sedikit tahu jadi tahun contoh siapa ceo twitter sekarang chat jawab elon musk,18,0,Netral
"ChatGPT 1 tahun kemudian: ""Does this unit have soul?""",chatgpt tahun kemudian does this unit have soul,8,0,Netral
"Mengerikan...

Padahal Usianya baru 2bulan...

Entah apa yang bisa d lakukan beberapa tahun kedepan.
Kita sebagai pelaku harus mampu adaptasi....",keri padahal usia baru bulan entah d laku beberapa tahun depan laku mampu adaptasi,14,0,Netral
Apakah pendidikan kita siap dg perkembangan dunia digital saat ini.. faktanya miris.. saya percaya dg adanya chatGPT  dimasa depan kita tidak butuh guru Lagi,didik siap kembang dunia digital fakta miris percaya ada chatgpt masa depan butuh guru,14,0,Netral
"Maaf Dok kayanya Soft Skill ( kreativitas, inovasi, problem solving & komunikasi ) yg di sebutkan juga sudah sudah sangat terdistrupsi oleh AI tersebut satu-satunya hal yg belum terdistupsi oleh AI itu paling cuman pengoprasian AI itu sendiri.
Seandainya AI itu sudah bisa mengoprasikan dirinya sendiri secara independent, udah gak ada celah buat kita sebagai manusia bisa mengimbangi ato pun melampaui AI. dan pada akhirnya hal terakhir yang mungkin manusia punya hanyalah rasa kemanusiaan saja.",dok kaya soft skill kreativitas inovasi problem solving komunikasi sebut sangat terdistrupsi artificial intelligence satu satu terdistupsi artificial intelligence cuman pengoprasian artificial intelligence sendiri anda artificial intelligence mengoprasikan diri sendiri independent udah celah buat manusia imbang ato lampau artificial intelligence akhir akhir mungkin manusia punya hanya rasa manusia,48,1,Positif
"Tanyakan pada AI tentang cara menyelesaikan isu lingkungan, kemungkinan mereka akan menjawab ""genosida manusia"" ",tanya artificial intelligence cara selesai isu lingkung mungkin jawab genosida manusia,11,0,Netral
Menarik ulasannya. Tp saya msh melihat dikotomi antara manusia dan non manusia. Jg ada nya extra gap (middle man) antara informasi inet yg tersedia di inet > dielaborasi AI > dibaca + dipahami manusia > dielaborasi / dikontempelasi (lagi) oleh manusia > diambil manfaatnya dlm pekerjaan kita.,tarik ulas msh lihat dikotomi manusia non manusia jg nya extra gap middle man informasi inet sedia inet elaborasi artificial intelligence baca paham manusia elaborasi dikontempelasi manusia ambil manfaat kerja,30,1,Positif
Terima kasih untuk insight nya mas.,terima kasih insight nya,4,0,Netral
Chatgpt semoga sangat membantu,chatgpt moga sangat bantu,4,1,Positif
Hal yang saya takutkan manusia jadi bergantung dengan teknologi yang semakin canggih sehingga tidak bergantung kepada Allah,takut manusia gantung teknologi makin canggih gantung allah,8,0,Netral
Suatu saat nanti obat/vaccine/anti virus akan dihasilkan oleh ChatGPT tidak perlu riset yg menghabiskan uang yg dilakukan ilmuwan/manusia,obat vaccine anti virus hasil chatgpt riset habis uang laku ilmuwan manusia,12,0,Netral
untuk seni rupa (gambar) udah ada bang namanya dall-e. Dia bisa bikin gambar pake keyword yang kita kasih,seni rupa gambar udah nama dall e bikin gambar pake keyword kasih,12,0,Netral
Chatgpt bukannya bisa bikin puisi? Kayaknya bakal bisa deh klo versi versi baru chatgpt,chatgpt bukan bikin puisi kayak bakal klo versi versi baru chatgpt,11,0,Netral
"Seriously curious:
Kalau semua pekerjaan kedepannya jadi automasi sama AI, terus manusia kerjanya ngapain ya?",seriously curious semua kerja depan automasi artificial intelligence manusia kerja ngapain,11,0,Netral
" @aggiegilbertstevy 
""I mean, we took out Cyberdyne over 10 years ago."" 
""We stopped Judgment Day.""",i mean we took out cyberdyne over years ago we stopped judgment day,13,0,Netral
"10 tahun lalu saya pertama kali tahu kalo israel itu negara dg S3 terbanyak sekitar 43.000 orang. Tahun lalu saya baru tahu kalo S3 israel kebanyakan di bidang IT.

Artinya era AI dan Teknologi, akan membuat Israel menjadi negara super power di masa depan menggantikan USA.",tahun lalu pertama kali tahu israel negara s banyak orang tahun lalu baru tahu s israel banyak bidang it arti era artificial intelligence teknologi buat israel jadi negara super power masa depan ganti usa,34,-1,Negatif
"Ngeri"" sedap juga nih AI ",ngeri sedap artificial intelligence,4,-1,Negatif
Penelitian akan lebih mudah dengan ChatGPT.,teliti lebih mudah chatgpt,4,1,Positif
Gila cuma dataset 30GB saja AI bisa sepintar dan semulus itu. Kalau 30TB bgm coba.,gila dataset gb artificial intelligence pintar mulus tb bgm coba,10,1,Positif
Tentu butuh cpu yg powerful bang. Databasenya di gedein kecepatan aksesnya masih sama dgn sebelumnya yg ada kelamaan loadingnya.,butuh cpu powerful databasenya gedein cepat akses belum lama loadingnya,10,1,Positif
lets gooo one step closer to ai singularity,lets gooo one step closer to artificial intelligence singularity,9,0,Netral
ketika anak saya kelas 4 SD mendapatkan tugas untuk membuat puisi tentang profesi dokter.. and u know what? dia bilang gampang pake chat GPT aja....,anak kelas sd dapat tugas buat puisi profesi dokter and know what bilang gampang pake chat gpt,17,0,Netral
"Chat gpt gk bs diajak diskusi untuk event yang akan datang, tapi bing ai bisa

Minusnya itu bing ai dilimit penggunaannya per user",chat gpt ajak diskusi event datang bing artificial intelligence minus bing artificial intelligence limit guna per user,17,1,Positif
"New MOTIVATOR : chat GPT
Para motivator terancam",new motivator chat gpt motivator ancam,6,0,Netral
Mulai melatih diri menjadi bagian dari masa depan,mulai latih diri jadi bagi masa depan,7,0,Netral
Chat gpt ibarat otak buatan yg belum memiliki kaki dan tangan,chat gpt ibarat otak buat milik kaki tangan,8,0,Netral
The start of Industry 5.0,the start of industry,4,0,Netral
Pekerjaan Service Engineer kaya gua masih diperlukan kayaknya ,kerja service engineer kaya gua perlu kayak,7,0,Netral
Pas banget dingin2 ada konten terbaru dari Dr. Indrawan Nugroho,pas dingin konten baru indrawan nugroho,6,0,Netral
Udah tanya tanya sma chat gpt lumayan bsa ada kwan diskusi untuk tugas akhir saya,udah tanya tanya sma chat gpt lumayan bsa kwan diskusi tugas akhir,12,0,Netral
Jasa pembuatan landing page dan website jadi turun drastis. Bahkan WP Store milik Niagahoster sudah di stop sejak 1 February 2023,jasa buat landing page website turun drastis bahkan wp store milik niagahoster stop sejak february,15,0,Netral
bisa jadi data yg di dapat untuk konten ini dapet dari chatGPT juga ya prof? hehehehee,data konten dapet chatgpt prof hehehehee,6,0,Netral
ai pada prinsipnya hanya merekomendasikan. tetap keputusan dibuat oleh user. resultnya bagaimana kita menanggapinya saja kita diam dan hanya memanfaatkan AI atau berkembang bersama AI,artificial intelligence prinsip rekomendasi tetap putus buat user resultnya bagaimana tanggap diam manfaat artificial intelligence kembang sama artificial intelligence,19,0,Netral
Ya kagak lah. Malah Ai ini bisa jadi alat pembodohan.,malah artificial intelligence alat bodoh,5,-1,Negatif
"Kalau semua bisa IT..
Para pekerja IT baiknya pivot ke mana ya Pak?",semua it kerja it baik pivot mana,7,0,Netral
jadi teringat game namanya detroit: become human. detektif udah diganti sama robot AI,ingat game nama detroit become human detektif udah ganti robot artificial intelligence,12,-1,Negatif
Chatgpt bisa membatu untuk melihat pejabat dan asn yg korupsi ,chatgpt batu lihat jabat asn korupsi,6,0,Netral
"emang ya kerjaan yg gak ilang ya petani, 
dr languange translation, data entry, virtual assistant itu semua pekerjaanku saat ini, semuanya terancam sama AI",emang kerja ilang tani languange translation data entry virtual assistant semua kerja semua ancam artificial intelligence,16,0,Netral
Saya sudah coba dan saya kasih pertanyaan sejarah desa saya ternyata bisa jawab  dan saya suruh buat puisi ngarang lagu cinta bisa dia lakukan bahkan lengkao dengan reff nya ,coba kasih tanya sejarah desa nyata jawab suruh buat puisi ngarang lagu cinta laku bahkan lengkao reff nya,18,1,Positif
Masa depan chatGPT lebih masuk akal dari pada Metaverse ataupun NFT,masa depan chatgpt lebih masuk akal metaverse atau nft,9,0,Netral
MetaVerse masih oke juga kok drpd nft apaan gk jelas,metaverse oke drpd nft jelas,5,1,Positif
Elon mask lagi dan lagi. Semua bisnisnya ngak jauh2 dari teknologi. Emang beneran tony stack dunia nyata,elon mask semua bisnis ngak jauh teknologi emang beneran tony stack dunia nyata,13,0,Netral
Chatgpt sangag cocok untik orang Introvert bang ,chatgpt sangag cocok untik orang introvert,6,0,Netral
"Pada awalnya AI ,akan membantu manusia ,
Tapi setelah AI bisa mengembangkan diri sendiri ,manusia bisa jadi lawanya ,
Sekarang sudah di mulai dari pintu tol ,sekarang pakenya AI ,bukan manusia lagi.m",awal artificial intelligence bantu manusia telah artificial intelligence kembang diri sendiri manusia lawa sekarang mulai pintu tol sekarang pakenya artificial intelligence manusia m,23,1,Positif
"Bagi Kami, AI hanyalah alat bantu........

AI, hanyalah analog dg sesuatupun material yg ada di bumi alam semesta, dan sama sekali bukan ancaman........",artificial intelligence hanya alat bantu artificial intelligence hanya analog sesuatu material bumi alam semesta sekali ancam,16,1,Positif
Chat GPT keras kepala selalu merasa benar ,chat gpt keras kepala selalu rasa benar,7,0,Netral
"kemarin saya menguji membuat abstrak jurnal, dan lainnya
dan pekerjaan chatGpt sangat baik, bahkan secara rangkaian tulisan lebih baik daripada saya",kemarin uji buat abstrak jurnal lain kerja chatgpt sangat baik bahkan rangkai tulis lebih baik,15,0,Netral
yang menggunakan harus hati2 takutnya ada yang tidak sesuai...,guna hati takut sesuai,4,0,Netral
Dulu metaverse sangat heboh seakan2 bisa merubah dunia nyatanya biasa2 saja,dulu metaverse sangat heboh akan rubah dunia nyata biasa,9,0,Netral
Saya pakai gpt untuk binomial equation. Kita hanya perlu gpt.,pakai gpt binomial equation gpt,5,0,Netral
"- Kamu ko banyak tau sih, pinter amat, pasti mahal nih sekolahnya, lulusan sekolah mana? 
- Homescholing saya
- Siapa gurumu?
- ChatGPT",ko banyak tau pinter pasti mahal sekolah lulus sekolah mana homescholing siapa guru chatgpt,14,0,Netral
Bukannya chat gpt sdh menjadi bagian dr Microsoft dan akan terintegrasi ke mesin pencari bing.,bukan chat gpt jadi bagi microsoft integrasi mesin cari bing,10,0,Netral
"Apa kabar dok ?? Hehe uda lama  ga nyimak video2 nya ,
Always  mantappp dok  makasi ",kabar dok hehe uda lama nyimak video nya always mantappp dok makas,12,0,Netral
"Kata orang orang ""Google Provide Information, AI Provide Knowledge""",kata orang orang google provide information artificial intelligence provide knowledge,10,0,Netral
Seandainya dia bisa menolak aplikasi jahat yg di lakukan para heker,anda tolak aplikasi jahat laku heker,6,-1,Negatif
"kemarin curhat sama chat gpt
sekalian bikin deskripsi produk pake chat gpt
wkwkwk",kemarin curhat chat gpt sekali bikin deskripsi produk pake chat gpt wkwkwk,12,0,Netral
Sebenernya AI ini bukan hal baru ya...bahkan di tahun 90an AI udh bs ngalahin profesional catur no1...,sebenernya artificial intelligence baru bahkan tahun an artificial intelligence ngalahin profesional catur no,13,0,Netral
Gila ini aplikasi.... Bisa sampe buat skripsi... Q pribadi pake... N takutnya ketergantungan tp enak pake ini...,gila aplikasi sampe buat skripsi q pribadi pake takut gantung enak pake,12,0,Netral
Dan keknya Cortana Windows akan dibuff ama Microsoft,kek cortana windows dibuff ama microsoft,6,0,Netral
Sam yg buat chatgpt sedang mengembangkan watermark utk chatgpt. Jadi kayaknya bakal bisa di bedain. Tapi saya setuju dengan pendapat mas,sam buat chatgpt kembang watermark chatgpt kayak bakal bedain tuju dapat,11,0,Netral
Selamat mas atas studio baru nya,selamat atas studio baru nya,5,0,Netral
"Apa salah satu pekerjaan paling bodoh di dunia?
Jawab: Programmer AI. Selain memberikan banyak ancaman pada pekerjaan lain, AI juga memberikan ancaman si programmer itu sendiri ",salah satu kerja bodoh dunia jawab programmer artificial intelligence beri banyak ancam kerja artificial intelligence beri ancam si programmer sendiri,20,-2,Negatif
Chat itu hanya mampu memberi satu arah jawaban.. Untuk mencari ide sih bolehlah..,chat mampu beri satu arah jawab cari ide boleh,9,0,Netral
Gak kebayang kalo the matrix jadi nyata ,bayang the matrix nyata,4,0,Netral
Plot twist naskah video ini full pake Chat GPT ,plot twist naskah video full pake chat gpt,8,0,Netral
Om mau nanya apa kah ada AI yang dapat mengendalikan teknologi militer tau mengendalikan AI lain,om nanya artificial intelligence kendali teknologi militer tau kendali artificial intelligence,11,0,Netral
biasanya tanya google. sekarang tanya chatGPT. apakah akan menggantikan google?,biasa tanya google sekarang tanya chatgpt ganti google,8,-1,Negatif
"Banyak yg ga menyadari, bahwa elon musk banyak berkolaborasi dengan rektor"" univ standford dan harvard di belakang layar",banyak sadar elon musk banyak kolaborasi rektor univ standford harvard belakang layar,12,0,Netral
MidJourney juga akan mengancam para desainer graphic dimasa depan ..,midjourney ancam desainer graphic masa depan,6,0,Netral
"Chatgpt kan buatan manusia, kenapa harus kita yg takut sama ciptaan sendiri.?
Jangan berhalu seperti di film-film, robot menguasai dunia.",chatgpt buat manusia takut cipta sendiri berhalu film film robot kuasa dunia,12,-1,Negatif
2017 Dapat matakuliah Artificial Inteligent... Hitungannya rumit ,matakuliah artificial inteligent hitung rumit,5,-1,Negatif
"Pak Indra subs nya banyak, kenapa malah bahas ini? Saya yg berusaha menyembunyikan teknologi ini dari teman-teman saya berasa sia-sia 

Gamau gua klo teknologi seperti ini hanya digunakan untuk menjawab soal-soal dari dosen.",indra subs nya banyak malah bahas usaha sembunyi teknologi teman teman asa sia sia gamau gua klo teknologi guna jawab soal soal dosen,23,1,Positif
Namanya mahasiswa itu pasti udh dewasa. soal teman2 lu ingin menjadi bodoh itu adalah pilihan mereka sendiri bang. Biarkan saja jika ada manusia memilih ingin menjadi bodoh. Mungkin dia kuliah cuma butuh ijazahnya saja,nama mahasiswa pasti dewasa soal teman jadi bodoh pilih sendiri biar manusia pilih jadi bodoh mungkin kuliah butuh ijazah,19,-2,Negatif
Investasi leher ke atas adalah pilihannya,investasi leher atas pilih,4,0,Netral
Untung chat gpt masing close source. Klo udh open meninggoy dah kerjaan...,untung chat gpt masing close source klo open meninggoy dah kerja,11,0,Netral
Mesin pencari yg bisa menjadi mesin penjajah. Jawaban yg merupakan kesimpulan bisa saja dibuat menyimpang dan bisa dimanfaatkan satu pihak untuk menjajah pikiran manusia. Terutama informasi sejarah yg mesih menjadi misteri,mesin cari jadi mesin jajah jawab rupa simpul buat simpang manfaat satu pihak jajah pikir manusia utama informasi sejarah mesih jadi misteri,22,0,Netral
Itu akan menggantikan manusia seperti di film Terminator ,ganti manusia film terminator,4,-1,Negatif
Bahkan mungkin suatu ai bisa menciptakan ai lain disuatu hari,bahkan mungkin artificial intelligence cipta artificial intelligence suatu hari,9,0,Netral
Bentar lg bs kmungkinan besar robot humanoid AI bs d ciptakan,bentar lg kmungkinan besar robot humanoid artificial intelligence d cipta,10,0,Netral
ada juga ChatGPT yg buatan Microsoft edge namanya Bing,chatgpt buat microsoft edge nama bing,6,0,Netral
Om.. Review dong D'Cost yg akan segera pailit..,om review d cost segera pailit,6,0,Netral
Chat GPT = jin botol. Mintalah apa pun. Pasti dapat apa yang kita minta.,chat gpt jin botol minta pasti minta,7,0,Netral
Google udah bikin AI sendiri pesaing chatGpt namanya bard google,google udah bikin artificial intelligence sendiri saing chatgpt nama bard google,11,0,Netral
Mungkin nanti chat gpt bisa menemukan obat penyakit yg langka yg belum ditemukan sekarang,mungkin chat gpt temu obat sakit langka temu sekarang,9,0,Netral
Sudah masuk ke era Cortana yg sebenarnya,masuk era cortana benar,4,0,Netral
"Betul sih sekarang saya pakai chatgpt ga pernah buka google lagi .
Chat gpt lebih praktis .",betul sekarang pakai chatgpt buka google chat gpt lebih praktis,10,0,Netral
Manusia mengembangkan robot (Ai) dan (semoga) nanti robot (Ai) mengembangkan manusia.,manusia kembang robot artificial intelligence moga robot artificial intelligence kembang manusia,11,0,Netral
Gara gara chatgpt sy jd pinter,gara gara chatgpt pinter,4,0,Netral
"Sebenarnya konten bagus2. Tapi saya setop menonton channel ini gara2 ads logo Dedi Corbuzer grup disitu.
Bukan apa2
Ini zaman desentralisasi. Tersebar.",benar konten bagus setop tonton channel gara ads logo dedi corbuzer grup situ zaman desentralisasi sebar,16,1,Positif
ChatGPT bisa* gantiin/bantu tugas Presiden nih ,chatgpt gantiin bantu tugas presiden,5,1,Positif
Saya pernah tanya soal hal sensitif mengenai peperangan dan senjata kimia. Chat GPT gak mau jawab.. ,tanya soal sensitif kena peperangan senjata kimia chat gpt jawab,10,0,Netral
Jarvis Ironman menjadi nyata saat ini dan bahkan akan lebih pintar kedepannya,jarvis ironman jadi nyata bahkan lebih pintar depan,8,1,Positif
Sepertinya para consultant bakal tergantikan oleh ChatGTP ini,seperti consultant bakal ganti chatgtp,5,-1,Negatif
1000x lebih baik daripada yang viral adalah crypto,x lebih baik viral crypto,5,0,Netral
Chat GPT digabung dengan humandroid lahir Terminator atau Data tokoh di startrek,chat gpt gabung humandroid lahir terminator data tokoh startrek,9,0,Netral
alhamdulilah kuliah 3 sks dosen Pak Indrawan,alhamdulilah kuliah sks dosen indrawan,5,0,Netral
beliau ngajar di Universitas apa yah? dan mata kuliah apa yang beliau ampu?,beliau ngajar universitas mata kuliah beliau ampu,7,0,Netral
Dok bahas studio ghibli dan perjalanannya dong,dok bahas studio ghibli jalan,5,0,Netral
"Apakah Doraemon the movie yang menceritakan peradaban manusia hancur karena semua pekerjaan digantikan dengan robot / artifisial Intelijen akan terbukti? 
Ketika manusia malas melakukan sesuatu malah menciptakan robot / artifisial Intelijen baru.",doraemon the movie cerita adab manusia hancur semua kerja ganti robot artifisial intelijen bukti manusia malas laku malah cipta robot artifisial intelijen baru,23,-3,Negatif
"API whatsapp ke GPT . 
Makin mantap. Bisa jadi asisten pribadi.",api whatsapp gpt makin mantap asisten pribadi,7,1,Positif
ChatGPT sudah tau siapa pemenang pildun 2022 pak.,chatgpt tau siapa menang pildun,5,0,Netral
Bang coba bahas pi network,coba bahas pi network,4,0,Netral
Sejak ada ini ngerjain ppt/word cepet banget,sejak ngerjain ppt word cepet,5,0,Netral
Apakah Chat GPT ini suatu saat dapat melakukan kejahatan kepada manusia seperti mengaktifkan kode bom nuklir utk pemusnahan massal umat manusia yg kemudian akan digantikan dgn Robot AI. hmm..,chat gpt laku jahat manusia aktif kode bom nuklir musnah massal umat manusia kemudian ganti robot artificial intelligence hmm,19,-2,Negatif
Setidaknya google memyuguhkan sesuatu yamg gratis.,google memyuguhkan yamg gratis,4,0,Netral
Bisa menggantikan beberapa peran manusia dalam dunia bisnis maybe,ganti beberapa peran manusia dunia bisnis maybe,7,-1,Negatif
gua debat sama chatGPT kalau piala dunia 2022 sudah diadakan karena skrng 2023. eh akhirnya chatGPT minta maaf dan ngaku kalau data pengetahuannya cuma sampai 2021 jadi tidak taui piala dunia 2022 sudah diadakan dan pemenangnya siapa ,gua debat chatgpt piala dunia ada skrng eh akhir chatgpt minta ngaku data tahu tau piala dunia ada menang siapa,20,0,Netral
JARVIS nya Tony Stark bener bener dibikin sama Elon Musk,jarvis nya tony stark bener bener bikin elon musk,9,0,Netral
Saya pake chat gpt non open ai itu bisa rekomendasiin saham loh. Gile bener haha,pake chat gpt non open artificial intelligence rekomendasiin saham loh gile bener haha,13,0,Netral
"Syalom/Assalamualaikum Dok, 

Kiranya boleh ksh informasi bisa download atau akses chat GPT di mana ya?",syalom assalamualaikum dok kira ksh informasi download akses chat gpt mana,11,0,Netral
Serem di awal video .. tapi mengetahui kelemahannyA .. tak begitu menyeramkan.. setidaknya AI tidak bisa menyebarkan HOAX.. HIHI,rem awal video tahu lemah seram artificial intelligence sebar hoax hihi,11,-2,Negatif
"fix, yang bisa nanya dengan baik jadi pemenang.
jurusan filsafat bakal membludak habis ini.",fix nanya baik menang jurus filsafat bakal membludak habis,9,0,Netral
saya bikin 28 template website yang bisa saya jual dalam sehari dengan chatGPT,bikin template website jual hari chatgpt,6,0,Netral
Kan utk menjalankan ChatGPT harus menggunakan interaksi manusia,jalan chatgpt guna interaksi manusia,5,1,Positif
Kok jadi berasa seperti ngobrol dgn jelangkung yg pakai huruf bergerak kasih jawaban yg entah benar atau salah. Jelangkung era modern waspada dlm penggunaan nya,asa ngobrol jelangkung pakai huruf gerak kasih jawab entah benar salah jelangkung era modern waspada guna nya,17,0,Netral
bayangkan chatgpt+ms office ,bayang chatgpt ms office,4,0,Netral
ChatGPT bknnya seperti mesin pencari dengan algoritma yang sama ya???,chatgpt bknnya mesin cari algoritma,5,0,Netral
apakah materi divideo ini hasil dari chatCPT juga?  ,materi video hasil chatcpt,4,0,Netral
"Pembuatan membuat website yang biasanya bisa saya lakukan selama 10 hari dengan chatgpt bisa saya lakukan hanya dalam 2 hari.

Lama-lama kalau gini otak saya jadi males mikir sih.",buat buat website biasa laku lama hari chatgpt laku hari lama lama gin otak males mikir,16,0,Netral
Sekarang sudah muncul menu upgrade tentunya nanti akan berbayar mungkin,sekarang muncul menu upgrade tentu bayar mungkin,7,0,Netral
Yang saya butuh robot kecil untuk main game jd bkn tangan manusia lagi yg tersita didepan monitor game.shg bisa menghasilkan uang dan manusia bisa leluasa belajar yg lain..ngaji Quran misalnya...! ,butuh robot kecil main game bkn tangan manusia sita depan monitor game shg hasil uang manusia leluasa ajar lain ngaji quran misal,22,0,Netral
"Gue iseng nanya chatGPT, apakah anda bisa menjadi ancaman untuk manusia.

Terus dia jawab iya saya dapat menjadi ancaman. Wkwkw ",iseng nanya chatgpt anda jadi ancam manusia jawab jadi ancam wkwkw,11,0,Netral
Tapi chat GPT menyadur dari internet juga,chat gpt sadur internet,4,0,Netral
Bisa buat nebak saham mana yg untung di masa depan?,buat nebak saham mana untung masa depan,7,0,Netral
Kenapa diawal komen gw kesel. Soalnya gini. IT di indo udah dianggap sesat dalam arti IT itu bisa segalanya. Dan kalo viral gpt nanti kerjaan IT makin dianggap enteng. Sebelum ada gpt ada sering sering bilang tinggal gitu doang. Sekarang ada gpt pasti jadi tinggal cari aja di chat gpt,awal komen kesel soal gin it indo udah anggap sesat arti it segala viral gpt kerja it makin anggap enteng gpt sering sering bilang tinggal gitu doang sekarang gpt tinggal cari chat gpt,33,-1,Negatif
Apakah setelah ini manusia akan mengalami penurunan kemampuan otak akibat kemudahan ini ?,telah manusia alami turun mampu otak akibat mudah,8,1,Positif
SAYA HARAP CHATGPT BISA GANTIKAN DPR YG BUANG BUANG ANGGARAN NEGARA ,harap chatgpt ganti dpr buang buang anggar negara,8,-1,Negatif
6:30 Background-nya Windows XP tapi ada File Explorer Windows 11.,background nya windows xp file explorer windows,7,0,Netral
Menarik Sih dan apabila ChatGBT ini di Kombain dgn Neorolinknya ellon musk wihhh Gilaa pesat bangett Perkembangan nya pasti,tarik apabila chatgbt kombain neorolinknya ellon musk wihhh gilaa pesat bangett kembang nya,13,0,Netral
Kan memang punya elon musk dua duanya,memang punya elon musk dua,5,0,Netral
Jgn melihat kepada capability AI to beat AI is we as human should create the sideways of seeking the weaknesses of the system such as the latency if it coz ive been doing it,lihat capability artificial intelligence to beat artificial intelligence is we as human should create the sideways of seeking the weaknesses of the system such as the latency if it coz ive been doing it,34,0,Netral
"ELON MUSK & BILL GATES SAMA2 PENGIN PUNYA HAPE & OS NYA SENDIRI .
HAPE MERK TESLA 
HARGA DI ATAS IPHONE 
OS NYA MICROSOFT WINDOWS DGN BING + CHAT GPT",elon musk bill gates pengin punya hape os nya sendiri hape merk tesla harga atas iphone os nya microsoft windows bing chat gpt,23,0,Netral
"chat gpt  ada beberapa kelemahan dalamnya  
dia tanya gue jawab lalu gue tanya tapi tidak bisa menjawab yang diberitahu pengguna lagi",chat gpt beberapa lemah dalam tanya jawab lalu tanya jawab diberitahu guna,12,1,Positif
"MIRIP RUDAL PEMBOM SASARAN LBH DULU DIBUAT, 
LALU RADAR ANTI SERANGAN UDARA DIBUAT KEMUDIAN.",mirip rudal bom sasar lbh dulu buat lalu radar anti serang udara buat kemudian,14,0,Netral
Bisakah melakukan chatgpt melalui hp?,bisa laku chatgpt hp,4,0,Netral
"Seperti yg di katakan Rosulullah "" Di ahir jaman batu bisa bicara dengan manusia""
Yang di maksut batu adalah  HP, Laptop, Komputer, Dll.. Sekarang semua bisa bicara",kata rosulullah ahir jaman batu bicara manusia maksut batu hp laptop komputer sekarang semua bicara,15,0,Netral
suatu saat akan menjadi skynet dan muncul T-1000,jadi skynet muncul t,4,0,Netral
Saya mohon chatGPT tidak bocor sampai dosennn :((((((,mohon chatgpt bocor dosennn,4,0,Netral
Dosen gw udah tau njir,dosen udah tau njir,4,0,Netral
ChatGPT itu gak punya nafsu beda dgn manusia....nafsu merusak,chatgpt punya nafsu beda manusia nafsu rusak,7,-1,Negatif
"Tutorial pake ChatGPT bang.
Gw nyoba sibuk mulu websitenya ",tutorial pake chatgpt nyoba sibuk mulu websitenya,7,0,Netral
Sayang ga tahan lama. Cuma bisa diakses selama 1 jam.,sayang tahan lama akses lama jam,6,0,Netral
Semoga chatGPT gantikan pegawai pajak,moga chatgpt ganti pegawai pajak,5,-1,Negatif
Serasa kek dunia Terminator,serasa kek dunia terminator,4,0,Netral
chat GPT depertinya dibackup sama microsoft n google mau ngeluncurin Bard yg bisa cari info secara online,chat gpt depertinya dibackup microsoft google ngeluncurin bard cari info online,11,0,Netral
Pak Indrawan tema podkesnya ngikutin cold fusion kah?,indrawan tema podkesnya ngikutin cold fusion,6,0,Netral
"Chat gpt berbayar cukk biar tidak terlihat kesan bahwa AI telah terbuka ""kotak Pandora"" nya",chat gpt bayar cukk biar lihat kesan artificial intelligence buka kotak pandora nya,13,0,Netral
Dapet data dari mana ya? Starlink? ,dapet data mana starlink,4,0,Netral
mungkinkah nantinya ini ada bubble. terus crash. tapi yang crash bukan A.I. tapi manusianya,mungkin nanti bubble crash crash a i manusia,8,0,Netral
Jauh2 bahas AI.Terus om Putin main petasan nuklir.,jauh bahas artificial intelligence om putin main petas nuklir,9,0,Netral
Apakah pekerja data analisis bisa di gantikan oleh chatgpt?,kerja data analisis ganti chatgpt,5,-1,Negatif
Belum aja. Skrg cuma ngebantu kerjaan data analis.,skrg ngebantu kerja data analis,5,0,Netral
smenjak ad chatGPT nilai w auto A cuy wkwk,smenjak ad chatgpt nilai w auto a cuy wkwk,9,0,Netral
Apa chatgpt tau semua bahasa daerah di Indonesia?,chatgpt tau semua bahasa daerah indonesia,6,0,Netral
aq nanyak ke gpt pertanyaan yg sulit dia bisa nanggapin. tapi pas aq tanyak pertanyaan yg gampang kayak berapa jarak dari bandung ke surabaya? dia malah ngasi saran pakai gugelmap :v awakawak gak jadi takjub deh. kagak bakal bisa mendisrupsi :p nyebutin password gw aja dia gak mampuh,aq nanyak gpt tanya sulit nanggapin pas aq tanyak tanya gampang kayak berapa jarak bandung surabaya malah ngasi saran pakai gugelmap v awakawak takjub bakal disrupsi p nyebutin password mampuh,30,-1,Negatif
